label,person_conf,hand_item_prob,cig_prob,vape_prob,h2m_prob,smoke_prob,emission_prob,action_prob,firecracker_prob
1,0.8622031224416858,0.8468061557639535,0.90052543238757,0.011964050703518957,0.539813329301732,0.9705135116645316,0.9210572970176336,0.6196253033834939,0.011559298117903082
1,0.8801423470757852,0.5872206816960646,0.6107188873987185,0.22932612656519355,0.7260077717368831,0.7443216871751117,0.736559656925756,0.8214720999748071,0.10860222772290805
1,0.9534561201044127,0.4631402500430337,0.9245492059743521,0.28193243954376784,0.9396192827066757,0.8062809101637285,0.7541879889142671,0.5639142686150902,0.03479205791612669
1,0.9948068563483797,0.5849481457499086,0.7331903994631399,0.08607479718836772,0.6432183243640051,0.8306953298624313,0.8573223482449231,0.7733057311237185,0.13746482117524275
1,0.8864347832067809,0.6285020766725076,0.9222750807836839,0.23495429867163076,0.5357520261629968,0.6245341143818309,0.8299487511139871,0.6220576115152883,0.1242181148352412
1,0.9197017134244968,0.6083840212338473,0.9296803758383005,0.19646352403458095,0.839968474514585,0.9187359749008749,0.733139576725623,0.6030460247048729,0.022846125677397095
1,0.9663696323477267,0.7391101685394268,0.9348026035898008,0.053790190667385315,0.6283305029118185,0.7460000019602945,0.7297529823177777,0.8530839480212804,0.10663649105260035
1,0.9251776361619002,0.5303353208628425,0.6096982472220387,0.2423133985305067,0.9849556933099388,0.716473315149428,0.9220515749706824,0.5252958366836492,0.13025465508714654
1,0.935905026563829,0.5814990293415188,0.8320640820392933,0.08788132261747812,0.8685859065380623,0.8484808701066213,0.5699513001998773,0.6923740858735704,0.006006502326305446
1,0.8582459613707297,0.6890181012174196,0.8696780833404141,0.23875276853855515,0.918554048261546,0.8386189946742764,0.8717642659000661,0.5837558287982864,0.06005193661352429
1,0.9732898118019433,0.5281824384247262,0.8394031328579066,0.16228175288104216,0.9551261545207179,0.7701686187076612,0.7032696779912443,0.8600551210017575,0.0008766745026844491
1,0.9058248080543836,0.7655635035621204,0.5379474375791368,0.19847039537555358,0.9470579517128197,0.8652963774104311,0.5263435375398958,0.9200621079965778,0.053389706475981874
1,0.877168324772631,0.8962580652678729,0.6897703130246327,0.16857096716894573,0.6664535937306053,0.6337114804916217,0.7069758747906985,0.6414466499205601,0.13250148244097634
1,0.8799464267905626,0.594812443641004,0.6224212357697793,0.2954666716260065,0.7375800312860645,0.8008169775671076,0.8824421704968113,0.7153301812813815,0.11557423552692453
1,0.932290942899459,0.4864199169359,0.8824537502107374,0.13836039679451437,0.9037484902350925,0.67533417681149,0.8935589966139268,0.61692351784125,0.07987324996967611
1,0.9519865390221719,0.6171323708392513,0.6637475849390213,0.23156607637005527,0.9265274316847931,0.8304828833090011,0.6746749877531361,0.5636011733210315,0.08170167951030895
1,0.9364245065009197,0.8232916840251683,0.9241768463656518,0.25698290811358937,0.8895129699450832,0.8301591598602597,0.5592817738677565,0.8523913967633772,0.02522381901906937
1,0.8802144329951762,0.6978174516706463,0.8053494616907131,0.1908293031338605,0.9473199374936384,0.8490386288060626,0.9183367599932253,0.7695122816826787,0.036868261448323426
1,0.9913122687327706,0.8538860501629473,0.6806647346977225,0.11072117532745508,0.652943923333767,0.6626638425593957,0.8553021099356851,0.8763059033456824,0.1455474169219122
1,0.9845807851234005,0.6058218833541291,0.6274244572561789,0.26068925864092896,0.5096905215421002,0.9777367155646051,0.6078073901399791,0.6653538216198216,0.001382387957181891
1,0.863269698287742,0.48902752451359144,0.7524723345763751,0.099487568953689,0.926821338655546,0.8626473128240957,0.5047024282908181,0.6264075544657407,0.13283317156016264
1,0.9428724507990298,0.5338229262008115,0.6515215393309628,0.2015410407331311,0.5163212822171299,0.9282392216285283,0.5862546082414818,0.5973486918232256,0.10778186741155425
1,0.9629293956569946,0.6066529993729699,0.8202072258921465,0.07811371549810764,0.9485623324313357,0.7355754962754903,0.9169464540416123,0.6553702022796157,0.10455632549515369
1,0.9811103089815909,0.5496662614756046,0.9397217044655057,0.1604908697165426,0.9180740385927177,0.9935839176139033,0.5467528157633648,0.8205169952773673,0.061969329915900824
1,0.8897416523287919,0.5223272782106039,0.712133467644439,0.27831052076094476,0.9515443190552164,0.9152298090325783,0.9198506534485293,0.5568626248394468,0.10979574169014943
